ENSG00000228572.7,ENST00000431238.7
ENSG00000158290.19,ENST00000681236.1
ENSG00000158290.19,ENST00000404115.8
ENSG00000158290.19,ENST00000497616.2
ENSG00000158290.19,ENST00000681681.1
ENSG00000158290.19,ENST00000681869.1
ENSG00000158290.19,ENST00000681224.1
ENSG00000158290.19,ENST00000467641.2
ENSG00000158290.19,ENST00000486604.1
ENSG00000158290.19,ENST00000680988.1
ENSG00000158290.19,ENST00000681148.1
ENSG00000232119.8,ENST00000493879.5
ENSG00000232119.8,ENST00000493274.5
ENSG00000232119.8,ENST00000371317.10
ENSG00000232119.8,ENST00000371315.3
ENSG00000232119.8,ENST00000487133.1
ENSG00000232119.8,ENST00000484481.1
ENSG00000171155.8,ENST00000304661.6
ENSG00000171155.8,ENST00000371313.2
ENSG00000278317.1,ENST00000613393.1
ENSG00000181511.5,ENST00000427955.1
ENSG00000237828.1,ENST00000442248.1
ENSG00000236446.4,ENST00000371311.5
ENSG00000271346.1,ENST00000604718.1
ENSG00000278646.1,ENST00000613352.1
ENSG00000226685.4,ENST00000419982.3
ENSG00000270678.1,ENST00000603753.1
ENSG00000226929.3,ENST00000457020.3
ENSG00000270493.1,ENST00000605279.1
ENSG00000224089.3,ENST00000430448.3
ENSG00000271154.1,ENST00000604330.1
ENSG00000226600.3,ENST00000417256.3
ENSG00000271041.1,ENST00000605428.1
ENSG00000230347.5,ENST00000457977.3
ENSG00000270397.1,ENST00000604983.1
ENSG00000228517.3,ENST00000434883.3
ENSG00000271502.1,ENST00000605291.1
ENSG00000226023.6,ENST00000419194.3
ENSG00000271211.1,ENST00000604059.1
ENSG00000237957.6,ENST00000439466.3
ENSG00000270736.1,ENST00000605823.1
ENSG00000230594.3,ENST00000415858.3
ENSG00000270771.1,ENST00000605353.1
ENSG00000236126.3,ENST00000441330.3
ENSG00000270646.1,ENST00000605253.1
ENSG00000242362.2,ENST00000458218.3
ENSG00000270456.1,ENST00000605040.1
ENSG00000236371.6,ENST00000433030.4
ENSG00000270251.1,ENST00000604752.1
ENSG00000233433.1,ENST00000424220.1
ENSG00000182890.5,ENST00000328078.3
ENSG00000287379.1,ENST00000658304.1
ENSG00000286163.1,ENST00000651788.1
ENSG00000234176.1,ENST00000425843.1
ENSG00000265456.1,ENST00000584290.1
ENSG00000213498.3,ENST00000449760.1
ENSG00000260585.1,ENST00000569460.1
ENSG00000237891.1,ENST00000457727.1
ENSG00000280142.1,ENST00000624911.1
ENSG00000287776.2,ENST00000665977.2
ENSG00000287776.2,ENST00000687758.1
ENSG00000287776.2,ENST00000687547.1
ENSG00000232496.2,ENST00000436852.2
ENSG00000212321.2,ENST00000391019.2
ENSG00000224236.3,ENST00000435941.1
ENSG00000125675.20,ENST00000616590.4
ENSG00000125675.20,ENST00000620443.2
ENSG00000125675.20,ENST00000622768.5
ENSG00000125675.20,ENST00000611689.4
ENSG00000125675.20,ENST00000620581.4
ENSG00000125675.20,ENST00000479118.1
ENSG00000125675.20,ENST00000477389.1
ENSG00000125675.20,ENST00000460123.1
ENSG00000179101.5,ENST00000416267.1
ENSG00000229733.1,ENST00000411430.1
ENSG00000228466.1,ENST00000450755.1
ENSG00000125676.20,ENST00000448128.5
ENSG00000125676.20,ENST00000441692.5
ENSG00000125676.20,ENST00000245838.13
ENSG00000125676.20,ENST00000492203.1
ENSG00000125676.20,ENST00000497887.5
ENSG00000125676.20,ENST00000618150.4
ENSG00000125676.20,ENST00000432353.5
ENSG00000125676.20,ENST00000455053.5
ENSG00000125676.20,ENST00000416618.5
ENSG00000125676.20,ENST00000355725.8
ENSG00000125676.20,ENST00000491737.5
ENSG00000125676.20,ENST00000464992.6
ENSG00000125676.20,ENST00000496830.1
ENSG00000125676.20,ENST00000464604.1
ENSG00000125676.20,ENST00000464982.1
ENSG00000125676.20,ENST00000438358.1
ENSG00000125676.20,ENST00000459945.1
ENSG00000125676.20,ENST00000464161.1
ENSG00000125676.20,ENST00000433883.1
ENSG00000125676.20,ENST00000419789.1
ENSG00000232149.1,ENST00000436391.1
ENSG00000230376.1,ENST00000453590.1
ENSG00000252178.1,ENST00000516369.1
ENSG00000226902.1,ENST00000429986.1
ENSG00000264933.2,ENST00000582519.2
ENSG00000199705.1,ENST00000362835.1
ENSG00000101966.13,ENST00000422098.5
ENSG00000101966.13,ENST00000481776.5
ENSG00000101966.13,ENST00000434753.7
ENSG00000101966.13,ENST00000497906.5
ENSG00000101966.13,ENST00000468691.5
ENSG00000101966.13,ENST00000430625.1
ENSG00000101966.13,ENST00000371199.8
ENSG00000101966.13,ENST00000497640.1
ENSG00000101966.13,ENST00000355640.3
ENSG00000101966.13,ENST00000468503.1
ENSG00000101966.13,ENST00000496602.1
ENSG00000237331.1,ENST00000458331.1
ENSG00000252627.1,ENST00000516818.1
ENSG00000237025.1,ENST00000438019.1
ENSG00000232412.1,ENST00000426367.1
ENSG00000101972.20,ENST00000394477.5
ENSG00000101972.20,ENST00000455404.5
ENSG00000101972.20,ENST00000218089.13
ENSG00000101972.20,ENST00000483575.5
ENSG00000101972.20,ENST00000687810.1
ENSG00000101972.20,ENST00000687071.1
ENSG00000101972.20,ENST00000469481.1
ENSG00000101972.20,ENST00000458700.5
ENSG00000101972.20,ENST00000371160.5
ENSG00000101972.20,ENST00000435103.5
ENSG00000101972.20,ENST00000687852.1
ENSG00000101972.20,ENST00000371145.8
ENSG00000101972.20,ENST00000692982.1
ENSG00000101972.20,ENST00000691383.1
ENSG00000101972.20,ENST00000686802.1
ENSG00000101972.20,ENST00000691035.1
ENSG00000101972.20,ENST00000371157.7
ENSG00000101972.20,ENST00000686127.1
ENSG00000101972.20,ENST00000458176.5
ENSG00000101972.20,ENST00000371144.7
ENSG00000101972.20,ENST00000466748.5
ENSG00000101972.20,ENST00000471107.1
ENSG00000101972.20,ENST00000428941.5
ENSG00000101972.20,ENST00000435215.5
ENSG00000101972.20,ENST00000394478.1
ENSG00000101972.20,ENST00000693144.1
ENSG00000101972.20,ENST00000693553.1
ENSG00000101972.20,ENST00000475602.2
ENSG00000101972.20,ENST00000688971.1
ENSG00000237426.1,ENST00000456074.1
ENSG00000252693.1,ENST00000516884.1
ENSG00000234564.1,ENST00000448737.1
ENSG00000183918.17,ENST00000635645.1
ENSG00000183918.17,ENST00000647259.1
ENSG00000183918.17,ENST00000360027.4
ENSG00000183918.17,ENST00000371139.9
ENSG00000183918.17,ENST00000477673.2
ENSG00000183918.17,ENST00000491950.5
ENSG00000183918.17,ENST00000494073.5
ENSG00000282419.3,ENST00000635518.1
ENSG00000282419.3,ENST00000632372.3
ENSG00000232054.1,ENST00000428821.1
ENSG00000226532.1,ENST00000412004.1
ENSG00000009694.13,ENST00000371130.7
ENSG00000009694.13,ENST00000422452.2
ENSG00000009694.13,ENST00000461429.1
ENSG00000236880.1,ENST00000415547.1
ENSG00000232599.1,ENST00000422498.1
ENSG00000282815.2,ENST00000632600.2
ENSG00000282815.2,ENST00000695840.1
ENSG00000282815.2,ENST00000695841.1
ENSG00000213489.3,ENST00000394467.3
ENSG00000280223.1,ENST00000623445.1
ENSG00000237208.1,ENST00000438994.1
ENSG00000198354.7,ENST00000360028.4
ENSG00000230916.2,ENST00000441633.2
ENSG00000231501.1,ENST00000446263.1
ENSG00000232177.1,ENST00000424002.1
ENSG00000274901.2,ENST00000622603.2
ENSG00000198889.5,ENST00000371126.3
ENSG00000226414.1,ENST00000417160.1
ENSG00000183631.5,ENST00000371125.4
ENSG00000230538.1,ENST00000422141.1
ENSG00000280275.1,ENST00000623410.1
ENSG00000274631.1,ENST00000617364.1
ENSG00000260683.1,ENST00000561587.1
ENSG00000235274.1,ENST00000417272.1
ENSG00000224548.1,ENST00000446793.1
ENSG00000225689.2,ENST00000660383.1
ENSG00000225689.2,ENST00000657074.1
ENSG00000225689.2,ENST00000449485.2
ENSG00000225689.2,ENST00000653849.1
ENSG00000123165.9,ENST00000371124.5
ENSG00000236042.2,ENST00000436514.2
ENSG00000235334.1,ENST00000435859.1
ENSG00000235239.1,ENST00000428208.1
ENSG00000235735.1,ENST00000417266.1
ENSG00000226802.1,ENST00000429864.1
ENSG00000218728.3,ENST00000416086.1
ENSG00000223995.2,ENST00000415214.2
ENSG00000234592.1,ENST00000458202.1
ENSG00000226339.1,ENST00000444468.1
ENSG00000201518.1,ENST00000364648.1
ENSG00000102038.16,ENST00000617310.4
ENSG00000102038.16,ENST00000371122.8
ENSG00000102038.16,ENST00000371123.5
ENSG00000102038.16,ENST00000371121.5
ENSG00000102038.16,ENST00000478420.1
ENSG00000252170.2,ENST00000516361.2
ENSG00000122126.18,ENST00000486673.1
ENSG00000122126.18,ENST00000371113.9
ENSG00000122126.18,ENST00000357121.5
ENSG00000122126.18,ENST00000691455.1
ENSG00000122126.18,ENST00000693473.1
ENSG00000122126.18,ENST00000646010.1
ENSG00000122126.18,ENST00000689093.1
ENSG00000122126.18,ENST00000647245.1
ENSG00000122126.18,ENST00000646914.1
ENSG00000122126.18,ENST00000463271.1
ENSG00000171388.12,ENST00000429967.3
ENSG00000287024.1,ENST00000668487.1
ENSG00000122121.12,ENST00000681234.1
ENSG00000122121.12,ENST00000371105.7
ENSG00000122121.12,ENST00000371106.4
ENSG00000122122.10,ENST00000356892.4
ENSG00000122122.10,ENST00000476532.1
ENSG00000240143.1,ENST00000432513.1
ENSG00000275070.1,ENST00000614439.1
ENSG00000188706.13,ENST00000357166.11
ENSG00000188706.13,ENST00000371064.7
ENSG00000188706.13,ENST00000433917.5
ENSG00000188706.13,ENST00000406492.2
ENSG00000188706.13,ENST00000491039.1
ENSG00000235189.2,ENST00000432062.1
ENSG00000235189.2,ENST00000660217.1
ENSG00000235189.2,ENST00000670255.1
ENSG00000238040.1,ENST00000423288.1
ENSG00000156697.13,ENST00000425117.6
ENSG00000156697.13,ENST00000394422.8
ENSG00000156697.13,ENST00000427972.1
ENSG00000156697.13,ENST00000498179.1
ENSG00000085185.16,ENST00000607874.1
ENSG00000085185.16,ENST00000488135.6
ENSG00000085185.16,ENST00000218147.11
ENSG00000085185.16,ENST00000540052.6
ENSG00000085185.16,ENST00000441294.1
ENSG00000102034.18,ENST00000308167.10
ENSG00000102034.18,ENST00000335997.11
ENSG00000102034.18,ENST00000434609.1
ENSG00000156709.15,ENST00000675050.1
ENSG00000156709.15,ENST00000676229.1
ENSG00000156709.15,ENST00000674957.1
ENSG00000156709.15,ENST00000674546.1
ENSG00000156709.15,ENST00000460436.6
ENSG00000156709.15,ENST00000535724.6
ENSG00000156709.15,ENST00000527892.5
ENSG00000156709.15,ENST00000346424.6
ENSG00000156709.15,ENST00000675857.1
ENSG00000156709.15,ENST00000675427.1
ENSG00000156709.15,ENST00000675092.1
ENSG00000156709.15,ENST00000287295.8
ENSG00000156709.15,ENST00000416073.7
ENSG00000156709.15,ENST00000676328.1
ENSG00000156709.15,ENST00000674997.1
ENSG00000156709.15,ENST00000676436.1
ENSG00000156709.15,ENST00000319908.8
ENSG00000156709.15,ENST00000674582.1
ENSG00000156709.15,ENST00000676048.1
ENSG00000156709.15,ENST00000675240.1
ENSG00000156709.15,ENST00000674591.1
ENSG00000156709.15,ENST00000675111.1
ENSG00000156709.15,ENST00000674555.1
ENSG00000156709.15,ENST00000674722.1
ENSG00000156709.15,ENST00000675037.1
ENSG00000156709.15,ENST00000674601.1
ENSG00000156709.15,ENST00000533719.2
ENSG00000156709.15,ENST00000675015.1
ENSG00000156709.15,ENST00000676144.1
ENSG00000156709.15,ENST00000675774.1
ENSG00000156709.15,ENST00000529877.1
ENSG00000286650.1,ENST00000664768.1
ENSG00000134594.5,ENST00000257017.5
ENSG00000056277.16,ENST00000370978.9
ENSG00000056277.16,ENST00000447817.1
ENSG00000202304.1,ENST00000365434.1
ENSG00000225046.2,ENST00000420331.2
ENSG00000102078.16,ENST00000543953.5
ENSG00000102078.16,ENST00000612248.4
ENSG00000102078.16,ENST00000495156.5
ENSG00000102078.16,ENST00000464342.5
ENSG00000102078.16,ENST00000464184.5
ENSG00000102078.16,ENST00000424447.5
ENSG00000102078.16,ENST00000545805.6
ENSG00000102078.16,ENST00000218197.9
ENSG00000102078.16,ENST00000467496.5
ENSG00000102078.16,ENST00000339231.3
ENSG00000102078.16,ENST00000361980.9
ENSG00000102078.16,ENST00000478474.5
ENSG00000102078.16,ENST00000467346.1
ENSG00000102078.16,ENST00000471795.1
ENSG00000102078.16,ENST00000465988.1
ENSG00000147262.5,ENST00000682440.1
ENSG00000147262.5,ENST00000276218.4
ENSG00000134597.17,ENST00000305536.11
ENSG00000134597.17,ENST00000469953.1
ENSG00000134597.17,ENST00000370947.1
ENSG00000134597.17,ENST00000487274.1
ENSG00000274775.2,ENST00000612348.2
ENSG00000274775.2,ENST00000458525.1
ENSG00000221930.6,ENST00000592932.1
ENSG00000221930.6,ENST00000408950.3
ENSG00000287160.1,ENST00000654625.1
ENSG00000271677.1,ENST00000604558.1
ENSG00000165675.19,ENST00000338144.8
ENSG00000165675.19,ENST00000394363.6
ENSG00000165675.19,ENST00000370935.5
ENSG00000165675.19,ENST00000370927.5
ENSG00000165675.19,ENST00000686943.1
ENSG00000165675.19,ENST00000432489.5
ENSG00000165675.19,ENST00000492263.1
ENSG00000238188.1,ENST00000440178.1
ENSG00000228659.1,ENST00000451431.1
ENSG00000228659.1,ENST00000412420.1
ENSG00000147256.12,ENST00000276211.10
ENSG00000147256.12,ENST00000370922.5
ENSG00000147256.12,ENST00000423277.5
ENSG00000147256.12,ENST00000639280.1
ENSG00000147256.12,ENST00000412432.6
ENSG00000147256.12,ENST00000370921.1
ENSG00000241198.3,ENST00000484366.3
ENSG00000237650.2,ENST00000451582.2
ENSG00000276205.1,ENST00000618654.1
ENSG00000147255.19,ENST00000370910.5
ENSG00000147255.19,ENST00000361420.8
ENSG00000147255.19,ENST00000370903.8
ENSG00000147255.19,ENST00000370904.6
ENSG00000147255.19,ENST00000652189.1
ENSG00000147255.19,ENST00000651556.1
ENSG00000147255.19,ENST00000651402.1
ENSG00000147255.19,ENST00000651526.1
ENSG00000147255.19,ENST00000650945.1
ENSG00000147255.19,ENST00000650730.1
ENSG00000147255.19,ENST00000467244.1
ENSG00000147255.19,ENST00000651212.1
ENSG00000147255.19,ENST00000469836.1
ENSG00000147255.19,ENST00000370900.5
ENSG00000147255.19,ENST00000370901.4
ENSG00000147255.19,ENST00000652004.1
ENSG00000147255.19,ENST00000651744.1
ENSG00000185903.10,ENST00000415818.2
ENSG00000229082.2,ENST00000426334.2
ENSG00000287806.1,ENST00000668852.1
ENSG00000242610.2,ENST00000454101.2
ENSG00000234288.2,ENST00000419597.2
ENSG00000230973.1,ENST00000441066.1
ENSG00000228450.2,ENST00000422384.2
ENSG00000171054.9,ENST00000338616.6
ENSG00000237225.2,ENST00000444577.2
ENSG00000286060.1,ENST00000651362.1
ENSG00000232787.2,ENST00000456181.2
ENSG00000235730.2,ENST00000454899.2
ENSG00000227183.3,ENST00000405943.3
ENSG00000213468.7,ENST00000649541.1
ENSG00000213468.7,ENST00000662867.1
ENSG00000213468.7,ENST00000663405.1
ENSG00000213468.7,ENST00000665076.1
ENSG00000213468.7,ENST00000637577.2
ENSG00000213468.7,ENST00000654978.1
ENSG00000213468.7,ENST00000647966.1
ENSG00000213468.7,ENST00000649391.1
ENSG00000213468.7,ENST00000648028.2
ENSG00000213468.7,ENST00000427391.2
ENSG00000213468.7,ENST00000656586.1
ENSG00000213468.7,ENST00000668308.1
ENSG00000213468.7,ENST00000658376.1
ENSG00000213468.7,ENST00000650184.1
ENSG00000213468.7,ENST00000653136.1
ENSG00000213468.7,ENST00000657242.1
ENSG00000213468.7,ENST00000658060.1
ENSG00000241418.1,ENST00000394346.2
ENSG00000228089.1,ENST00000435914.1
ENSG00000235190.1,ENST00000438615.1
ENSG00000200587.1,ENST00000363717.1
ENSG00000134602.16,ENST00000481105.5
ENSG00000134602.16,ENST00000354719.10
ENSG00000134602.16,ENST00000394334.7
ENSG00000134602.16,ENST00000394335.6
ENSG00000134602.16,ENST00000496850.1
ENSG00000165694.11,ENST00000298542.9
ENSG00000165694.11,ENST00000370879.5
ENSG00000165694.11,ENST00000464296.1
ENSG00000165694.11,ENST00000687717.1
ENSG00000228819.1,ENST00000424708.1
ENSG00000123728.10,ENST00000620646.4
ENSG00000123728.10,ENST00000342983.6
ENSG00000123728.10,ENST00000370874.2
ENSG00000123728.10,ENST00000460462.1
ENSG00000123728.10,ENST00000490400.1
ENSG00000232160.7,ENST00000656464.1
ENSG00000232160.7,ENST00000421483.6
ENSG00000232160.7,ENST00000441399.3
ENSG00000232160.7,ENST00000669125.1
ENSG00000076770.15,ENST00000538204.5
ENSG00000076770.15,ENST00000394311.6
ENSG00000076770.15,ENST00000370853.8
ENSG00000076770.15,ENST00000370857.7
ENSG00000076770.15,ENST00000370849.7
ENSG00000076770.15,ENST00000370839.7
ENSG00000076770.15,ENST00000370844.5
ENSG00000076770.15,ENST00000442191.5
ENSG00000076770.15,ENST00000465964.1
ENSG00000076770.15,ENST00000436215.5
ENSG00000076770.15,ENST00000421707.1
ENSG00000076770.15,ENST00000473364.1
ENSG00000206900.1,ENST00000384173.1
ENSG00000171004.19,ENST00000370833.7
ENSG00000171004.19,ENST00000370836.6
ENSG00000171004.19,ENST00000406696.5
ENSG00000171004.19,ENST00000640529.2
ENSG00000171004.19,ENST00000521489.5
ENSG00000171004.19,ENST00000602570.1
ENSG00000235849.1,ENST00000455269.1
ENSG00000227064.1,ENST00000428456.1
ENSG00000134588.13,ENST00000511190.6
ENSG00000134588.13,ENST00000370832.1
ENSG00000134588.13,ENST00000417459.2
ENSG00000225949.1,ENST00000444622.1
ENSG00000207100.1,ENST00000384372.1
ENSG00000183434.10,ENST00000310125.5
ENSG00000202199.1,ENST00000365329.1
ENSG00000076716.9,ENST00000370828.4
ENSG00000206765.1,ENST00000384038.1
ENSG00000147257.16,ENST00000669691.1
ENSG00000147257.16,ENST00000370818.8
ENSG00000147257.16,ENST00000394299.7
ENSG00000147257.16,ENST00000689310.1
ENSG00000147257.16,ENST00000406757.3
ENSG00000147257.16,ENST00000692084.1
ENSG00000147257.16,ENST00000631057.2
ENSG00000147257.16,ENST00000692074.1
ENSG00000147257.16,ENST00000666673.2
ENSG00000147257.16,ENST00000666017.1
ENSG00000147257.16,ENST00000667662.1
ENSG00000147257.16,ENST00000684880.1
ENSG00000147257.16,ENST00000692630.1
ENSG00000227008.2,ENST00000426577.1
ENSG00000233260.1,ENST00000412013.1
ENSG00000286096.1,ENST00000651551.1
ENSG00000232068.1,ENST00000455649.1
ENSG00000200572.1,ENST00000363702.1
ENSG00000224908.1,ENST00000445940.1
ENSG00000283638.2,ENST00000636668.1
ENSG00000284499.1,ENST00000384840.3
ENSG00000284538.1,ENST00000385299.1
ENSG00000284107.1,ENST00000385077.3
ENSG00000284043.1,ENST00000384977.1
ENSG00000283931.1,ENST00000454574.4
ENSG00000284157.1,ENST00000384870.1
ENSG00000232664.2,ENST00000437229.2
ENSG00000203952.10,ENST00000517294.5
ENSG00000203952.10,ENST00000370809.5
ENSG00000203952.10,ENST00000695460.1
ENSG00000203952.10,ENST00000695461.1
ENSG00000214961.2,ENST00000399325.2
ENSG00000156531.18,ENST00000685047.1
ENSG00000156531.18,ENST00000687496.1
ENSG00000156531.18,ENST00000685553.1
ENSG00000156531.18,ENST00000332070.7
ENSG00000156531.18,ENST00000370803.8
ENSG00000156531.18,ENST00000625464.2
ENSG00000156531.18,ENST00000370799.5
ENSG00000156531.18,ENST00000691812.1
ENSG00000156531.18,ENST00000688598.1
ENSG00000156531.18,ENST00000687834.1
ENSG00000156531.18,ENST00000693759.1
ENSG00000156531.18,ENST00000370800.4
ENSG00000165704.15,ENST00000298556.8
ENSG00000165704.15,ENST00000462974.5
ENSG00000165704.15,ENST00000475720.1
ENSG00000226107.1,ENST00000438135.1
ENSG00000216001.3,ENST00000401182.3
ENSG00000199132.1,ENST00000362262.1
ENSG00000207755.3,ENST00000385022.3
ENSG00000207784.3,ENST00000385050.3
ENSG00000223749.11,ENST00000414769.2
ENSG00000223749.11,ENST00000440570.6
ENSG00000223749.11,ENST00000457876.6
ENSG00000223749.11,ENST00000670930.1
ENSG00000223749.11,ENST00000445415.2
ENSG00000223749.11,ENST00000666697.1
ENSG00000223749.11,ENST00000673627.1
ENSG00000223749.11,ENST00000655068.1
ENSG00000223749.11,ENST00000659680.1
ENSG00000223749.11,ENST00000441492.2
ENSG00000208005.1,ENST00000385270.1
ENSG00000284231.1,ENST00000362227.3
ENSG00000227060.7,ENST00000671259.1
ENSG00000227060.7,ENST00000654989.1
ENSG00000227060.7,ENST00000657735.1
ENSG00000227060.7,ENST00000671142.1
ENSG00000227060.7,ENST00000434384.5
ENSG00000227060.7,ENST00000592070.2
ENSG00000227060.7,ENST00000652893.1
ENSG00000227060.7,ENST00000659711.1
ENSG00000170965.10,ENST00000359237.9
ENSG00000170965.10,ENST00000476971.5
ENSG00000170965.10,ENST00000473897.1
ENSG00000170965.10,ENST00000466797.1
ENSG00000235813.1,ENST00000440614.1
ENSG00000236509.2,ENST00000443666.2
ENSG00000237432.2,ENST00000422385.2
ENSG00000199920.1,ENST00000363050.1
ENSG00000156504.17,ENST00000370790.5
ENSG00000156504.17,ENST00000343004.10
ENSG00000156504.17,ENST00000298090.10
ENSG00000156504.17,ENST00000478384.5
ENSG00000156504.17,ENST00000486347.5
ENSG00000156504.17,ENST00000465128.3
ENSG00000156504.17,ENST00000493333.5
ENSG00000156504.17,ENST00000611027.2
ENSG00000156500.16,ENST00000645288.1
ENSG00000156500.16,ENST00000647516.1
ENSG00000156500.16,ENST00000414371.6
ENSG00000156500.16,ENST00000463842.2
ENSG00000156500.16,ENST00000646004.1
ENSG00000156500.16,ENST00000623326.4
ENSG00000156500.16,ENST00000644752.1
ENSG00000156500.16,ENST00000370784.8
ENSG00000156500.16,ENST00000370785.4
ENSG00000156500.16,ENST00000482240.5
ENSG00000156500.16,ENST00000475361.1
ENSG00000156500.16,ENST00000645433.2
ENSG00000156500.16,ENST00000494709.1
ENSG00000156500.16,ENST00000470657.5
ENSG00000156500.16,ENST00000645176.1
ENSG00000156500.16,ENST00000642481.1
ENSG00000156500.16,ENST00000643150.1
ENSG00000156500.16,ENST00000645256.1
ENSG00000156500.16,ENST00000460216.5
ENSG00000280249.1,ENST00000624398.1
ENSG00000101928.13,ENST00000370783.8
ENSG00000101928.13,ENST00000491609.5
ENSG00000101928.13,ENST00000370779.8
ENSG00000101928.13,ENST00000480721.5
ENSG00000101928.13,ENST00000370777.1
ENSG00000101928.13,ENST00000489890.1
ENSG00000101928.13,ENST00000462060.1
ENSG00000207081.1,ENST00000384353.1
ENSG00000236091.1,ENST00000441841.1
ENSG00000231929.2,ENST00000413333.1
ENSG00000184785.6,ENST00000330288.6
ENSG00000212747.5,ENST00000391440.3
ENSG00000134590.14,ENST00000257013.9
ENSG00000134590.14,ENST00000495563.5
ENSG00000134590.14,ENST00000464369.1
ENSG00000286964.1,ENST00000662693.1
ENSG00000203950.7,ENST00000518153.1
ENSG00000203950.7,ENST00000370775.3
ENSG00000203950.7,ENST00000520964.1
ENSG00000203950.7,ENST00000522309.1
ENSG00000228372.8,ENST00000608079.5
ENSG00000228372.8,ENST00000663806.1
ENSG00000228372.8,ENST00000453528.1
ENSG00000234228.1,ENST00000416078.1
ENSG00000196972.9,ENST00000433425.4
ENSG00000224107.5,ENST00000426364.5
ENSG00000224107.5,ENST00000423661.1
ENSG00000223809.1,ENST00000416873.1
ENSG00000232582.1,ENST00000454984.1
ENSG00000169551.13,ENST00000276241.11
ENSG00000169551.13,ENST00000344129.2
ENSG00000236491.1,ENST00000441416.1
ENSG00000228922.1,ENST00000445718.1
ENSG00000269833.2,ENST00000600161.2
ENSG00000186376.15,ENST00000494295.1
ENSG00000186376.15,ENST00000370766.8
ENSG00000186376.15,ENST00000370764.1
ENSG00000186376.15,ENST00000469456.1
ENSG00000238210.4,ENST00000427686.3
ENSG00000238210.4,ENST00000454551.1
ENSG00000274024.1,ENST00000610379.1
ENSG00000283644.1,ENST00000635820.1
ENSG00000284994.1,ENST00000644293.1
ENSG00000173275.13,ENST00000370761.7
ENSG00000173275.13,ENST00000339249.5
ENSG00000229015.2,ENST00000439434.1
ENSG00000229015.2,ENST00000637286.1
ENSG00000178947.9,ENST00000417443.3
ENSG00000201440.1,ENST00000364570.1
ENSG00000225769.1,ENST00000426910.1
ENSG00000273988.1,ENST00000615578.1
ENSG00000271158.1,ENST00000603663.1
ENSG00000225235.1,ENST00000430820.1
ENSG00000165359.16,ENST00000370752.4
ENSG00000165359.16,ENST00000481908.5
ENSG00000165359.16,ENST00000639893.2
ENSG00000165359.16,ENST00000493637.6
ENSG00000165359.16,ENST00000494957.5
ENSG00000165359.16,ENST00000481429.1
ENSG00000237833.1,ENST00000439300.1
ENSG00000224539.1,ENST00000442271.1
ENSG00000277486.1,ENST00000619800.1
ENSG00000198022.6,ENST00000420011.1
ENSG00000274601.1,ENST00000616055.1
ENSG00000268940.6,ENST00000594565.6
ENSG00000268940.6,ENST00000594117.4
ENSG00000233861.1,ENST00000449718.1
ENSG00000238200.1,ENST00000427194.1
ENSG00000269096.7,ENST00000597510.6
ENSG00000269096.7,ENST00000598716.3
ENSG00000228836.8,ENST00000487941.6
ENSG00000228836.8,ENST00000617203.1
ENSG00000278289.5,ENST00000620654.2
ENSG00000278289.5,ENST00000612878.4
ENSG00000271449.8,ENST00000605791.7
ENSG00000271449.8,ENST00000612907.2
ENSG00000273696.5,ENST00000610598.5
ENSG00000273696.5,ENST00000620885.1
ENSG00000278085.5,ENST00000611660.5
ENSG00000278085.5,ENST00000611438.1
ENSG00000270946.6,ENST00000620704.5
ENSG00000270946.6,ENST00000604569.1
ENSG00000269586.8,ENST00000611668.4
ENSG00000269586.8,ENST00000682849.1
ENSG00000269586.8,ENST00000617981.1
ENSG00000181433.11,ENST00000324447.7
ENSG00000181433.11,ENST00000370709.4
ENSG00000230162.1,ENST00000448043.1
ENSG00000169446.6,ENST00000305963.3
ENSG00000169446.6,ENST00000681201.1
ENSG00000169446.6,ENST00000679621.1
ENSG00000169446.6,ENST00000680510.1
ENSG00000198689.13,ENST00000636347.1
ENSG00000198689.13,ENST00000636092.1
ENSG00000198689.13,ENST00000637195.1
ENSG00000198689.13,ENST00000637234.1
ENSG00000198689.13,ENST00000637581.1
ENSG00000198689.13,ENST00000370701.6
ENSG00000198689.13,ENST00000370698.7
ENSG00000198689.13,ENST00000627534.2
ENSG00000198689.13,ENST00000370695.8
ENSG00000198689.13,ENST00000630721.3
ENSG00000198689.13,ENST00000678163.1
ENSG00000198689.13,ENST00000676043.1
ENSG00000198689.13,ENST00000674809.1
ENSG00000198689.13,ENST00000643775.1
ENSG00000198689.13,ENST00000675856.1
ENSG00000198689.13,ENST00000675550.1
ENSG00000198689.13,ENST00000636798.1
ENSG00000198689.13,ENST00000638078.1
ENSG00000198689.13,ENST00000636206.2
ENSG00000198689.13,ENST00000636625.1
ENSG00000198689.13,ENST00000626147.1
ENSG00000198689.13,ENST00000676233.1
ENSG00000219930.4,ENST00000422905.2
ENSG00000231513.3,ENST00000468625.1
ENSG00000239080.1,ENST00000458945.1
ENSG00000022267.19,ENST00000629039.2
ENSG00000022267.19,ENST00000651929.2
ENSG00000022267.19,ENST00000652745.1
ENSG00000022267.19,ENST00000627578.2
ENSG00000022267.19,ENST00000652457.1
ENSG00000022267.19,ENST00000394155.8
ENSG00000022267.19,ENST00000618438.4
ENSG00000022267.19,ENST00000651089.1
ENSG00000022267.19,ENST00000420362.5
ENSG00000022267.19,ENST00000458357.5
ENSG00000022267.19,ENST00000628443.2
ENSG00000022267.19,ENST00000627383.2
